attackid,nataque,severity,attack,service,srcip,dstip,srcport,dstport,subtype,eventtype,sessionid,url
14948,148,high,LaVague.PrintBar.PHP.File.Inclusion,HTTP,172.16.1.2,172.16.2.2,51156,80,ips,signature,7322,
44780,148,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51156,80,ips,signature,7322,
29614,148,high,TSEP.Colorswitch.PHP.Remote.File.Inclusion,HTTP,172.16.1.2,172.16.2.2,51156,80,ips,signature,7322,
44780,149,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51158,80,ips,signature,7323,
48010,149,medium,PHP.mosConfig_absolute_path.Remote.File.Inclusion,HTTP,172.16.1.2,172.16.2.2,51158,80,ips,signature,7323,
44780,149,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51158,80,ips,signature,7323,
44780,150,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51160,80,ips,signature,7324,/config/config.txt
44780,150,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51160,80,ips,signature,7324,
44780,151,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51162,80,ips,signature,7325,/ccp14admin/
44780,151,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51162,80,ips,signature,7325,
44780,152,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51164,80,ips,signature,7326,/UserLogin/
32033,152,medium,VMware.Server.Directory.Traversal,HTTP,172.16.1.2,172.16.2.2,51164,80,ips,signature,7326,/sdk/%2E%2E/%2E%2E/%2E%2E/%2E%2E/%2E%2E/%2E%2E/etc/vmware/hostd/vmInventory.xml
44780,152,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51164,80,ips,signature,7326,
44780,153,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51166,80,ips,signature,7327,/
44780,154,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51168,80,ips,signature,7328,/jk-status
29965,154,medium,Splunk.Web.Component.Parameter.Injection,HTTP,172.16.1.2,172.16.2.2,51168,80,ips,signature,7328,/en-GB/debug/sso
43336,154,high,Web.Server.Password.File.Access,HTTP,172.16.1.2,172.16.2.2,51168,80,ips,signature,7328,
44780,154,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51168,80,ips,signature,7328,
29965,154,medium,Splunk.Web.Component.Parameter.Injection,HTTP,172.16.1.2,172.16.2.2,51168,80,ips,signature,7328,
44780,155,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51170,80,ips,signature,7329,/servlet/hitcount
44780,155,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51170,80,ips,signature,7329,
43336,156,high,Web.Server.Password.File.Access,HTTP,172.16.1.2,172.16.2.2,51172,80,ips,signature,7330,/htdocs/../../../../../../../../../../../etc/passwd
44780,157,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51174,80,ips,signature,7331,/?-s
31752,157,high,PHP.CGI.Argument.Injection,HTTP,172.16.1.2,172.16.2.2,51174,80,ips,signature,7331,/login.php?-s
47202,157,high,TP-Link.TL-R600VPN.HTTP.Server.help.Information.Disclosure,HTTP,172.16.1.2,172.16.2.2,51174,80,ips,signature,7331,/help/../../../../../../../../../../../../../../../../etc/shadow
44780,157,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51174,80,ips,signature,7331,
44780,158,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51176,80,ips,signature,7332,/snoop/
44780,158,low,Nikto.Web.Scanner,HTTP,172.16.1.2,172.16.2.2,51176,80,ips,signature,7332,
