2024-07-05T12:16:59.292353+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618751841113 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16250 srcip=0.0.0.0 dstip=255.255.255.255 dstcountry="Reserved" srcport=68 dstport=67 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DHCP" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311618 applist="sniffer-profile" action="pass" appcat="Network.Service" app="BOOTP" incidentserialno=226718804 msg="Network.Service: BOOTP" apprisk="elevated"
2024-07-05T12:16:59.293406+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778173184 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=54965 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311682 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718874 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293425+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778260072 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=63485 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311683 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718875 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293437+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778342321 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=62939 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311684 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718876 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293454+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778421650 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=54508 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311685 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718877 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293465+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778503579 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=61063 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311686 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718878 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293480+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778578192 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=64775 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311687 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718879 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293497+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778671021 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=57826 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311688 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718880 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293512+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778797378 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=64514 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311689 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718881 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293527+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618778909244 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=58540 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311690 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718882 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293538+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618779028879 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=56791 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311691 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718883 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293557+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618779114871 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=56853 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311692 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718884 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293569+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618779195323 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=63712 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311693 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718885 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293587+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618779331120 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=54221 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311694 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718886 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293599+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618794068284 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=52926 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311696 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718887 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293617+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618794201854 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=53804 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311697 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718888 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293630+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618794334590 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=60174 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311698 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718889 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:16:59.293647+02:00 ait29.us.es date=2024-07-05 time=03:16:58 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174618794427345 tz="-0700" logid="1059028704" type="utm" subtype="app-ctrl" eventtype="signature" level="information" vd="root" appid=16195 srcip=192.168.0.10 srccountry="Reserved" dstip=192.168.0.2 dstcountry="Reserved" srcport=60535 dstport=53 srcintf="port4" srcintfrole="undefined" dstintf="port4" dstintfrole="undefined" proto=17 service="DNS" direction="outgoing" policyid=1 poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" policytype="sniffer" sessionid=3311699 applist="sniffer-profile" action="pass" appcat="Network.Service" app="DNS" incidentserialno=226718890 msg="Network.Service: DNS" apprisk="elevated"
2024-07-05T12:17:00.293145+02:00 ait29.us.es date=2024-07-05 time=03:16:59 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174619359221041 tz="-0700" logid="0004000017" type="traffic" subtype="sniffer" level="notice" vd="root" srcip=192.168.0.10 srcport=49785 srcintf="port4" srcintfrole="undefined" dstip=192.168.0.2 dstport=80 dstintf="port4" dstintfrole="undefined" srccountry="Reserved" dstcountry="Reserved" sessionid=3311668 proto=6 action="accept" policyid=1 policytype="sniffer" poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" service="HTTP" trandisp="snat" transip=0.0.0.0 transport=0 duration=1 sentbyte=472 rcvdbyte=499 sentpkt=5 rcvdpkt=5 appid=40469 app="HTTP.BROWSER_Edge" appcat="Web.Client" apprisk="elevated" utmaction="allow" countapp=1 mastersrcmac="08:00:27:5b:d1:a3" srcmac="08:00:27:5b:d1:a3" srcserver=0 masterdstmac="08:00:27:ce:e7:c7" dstmac="08:00:27:ce:e7:c7" dstserver=0
2024-07-05T12:17:00.293332+02:00 ait29.us.es date=2024-07-05 time=03:16:59 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174619365170150 tz="-0700" logid="0004000017" type="traffic" subtype="sniffer" level="notice" vd="root" srcip=192.168.0.10 srcport=49786 srcintf="port4" srcintfrole="undefined" dstip=192.168.0.2 dstport=80 dstintf="port4" dstintfrole="undefined" srccountry="Reserved" dstcountry="Reserved" sessionid=3311670 proto=6 action="accept" policyid=1 policytype="sniffer" poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" service="HTTP" trandisp="snat" transip=0.0.0.0 transport=0 duration=1 sentbyte=410 rcvdbyte=656 sentpkt=5 rcvdpkt=5 appid=40469 app="HTTP.BROWSER_Edge" appcat="Web.Client" apprisk="elevated" utmaction="allow" countapp=1 mastersrcmac="08:00:27:5b:d1:a3" srcmac="08:00:27:5b:d1:a3" srcserver=0 masterdstmac="08:00:27:ce:e7:c7" dstmac="08:00:27:ce:e7:c7" dstserver=0
2024-07-05T12:17:09.287744+02:00 ait29.us.es date=2024-07-05 time=03:17:08 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174628369408898 tz="-0700" logid="0004000017" type="traffic" subtype="sniffer" level="notice" vd="root" srcip=192.168.0.10 srcport=49790 srcintf="port4" srcintfrole="undefined" dstip=192.168.0.2 dstport=80 dstintf="port4" dstintfrole="undefined" srccountry="Reserved" dstcountry="Reserved" sessionid=3311673 proto=6 action="accept" policyid=1 policytype="sniffer" poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" service="HTTP" trandisp="snat" transip=0.0.0.0 transport=0 duration=10 sentbyte=510 rcvdbyte=207 sentpkt=8 rcvdpkt=4 appid=40469 app="HTTP.BROWSER_Edge" appcat="Web.Client" apprisk="elevated" utmaction="allow" countapp=1 mastersrcmac="08:00:27:5b:d1:a3" srcmac="08:00:27:5b:d1:a3" srcserver=0 masterdstmac="08:00:27:ce:e7:c7" dstmac="08:00:27:ce:e7:c7" dstserver=0
2024-07-05T12:17:59.322718+02:00 ait29.us.es date=2024-07-05 time=03:17:59 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174678424078681 tz="-0700" logid="0004000017" type="traffic" subtype="sniffer" level="notice" vd="root" srcip=192.168.0.10 srcport=49791 srcintf="port4" srcintfrole="undefined" dstip=192.168.0.2 dstport=80 dstintf="port4" dstintfrole="undefined" srccountry="Reserved" dstcountry="Reserved" sessionid=3311676 proto=6 action="accept" policyid=1 policytype="sniffer" poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" service="HTTP" trandisp="snat" transip=0.0.0.0 transport=0 duration=60 sentbyte=0 rcvdbyte=0 sentpkt=3 rcvdpkt=2 appcat="unscanned" mastersrcmac="08:00:27:5b:d1:a3" srcmac="08:00:27:5b:d1:a3" srcserver=0 masterdstmac="08:00:27:ce:e7:c7" dstmac="08:00:27:ce:e7:c7" dstserver=0
2024-07-05T12:17:59.322892+02:00 ait29.us.es date=2024-07-05 time=03:17:59 devname="FGDIT" devid="FGVM02TM24009458" eventtime=1720174678424098297 tz="-0700" logid="0004000017" type="traffic" subtype="sniffer" level="notice" vd="root" srcip=192.168.0.10 srcport=49830 srcintf="port4" srcintfrole="undefined" dstip=192.168.0.2 dstport=1234 dstintf="port4" dstintfrole="undefined" srccountry="Reserved" dstcountry="Reserved" sessionid=3311695 proto=6 action="accept" policyid=1 policytype="sniffer" poluuid="ccb284a4-eb71-51ee-081b-8ff8738c03f6" service="tcp/1234" trandisp="snat" transip=0.0.0.0 transport=0 duration=60 sentbyte=7053 rcvdbyte=420125 sentpkt=44 rcvdpkt=25 appcat="unscanned" mastersrcmac="08:00:27:5b:d1:a3" srcmac="08:00:27:5b:d1:a3" srcserver=0 masterdstmac="08:00:27:ce:e7:c7" dstmac="08:00:27:ce:e7:c7" dstserver=0
